Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides shControl_CTRL_bR1	Peptides shControl_CTRL_bR2	Peptides shControl_CTRL_bR3	Peptides shControl_EGF_bR1	Peptides shControl_EGF_bR2	Peptides shControl_EGF_bR3	Peptides shTMEM_CTRL_bR1	Peptides shTMEM_CTRL_bR2	Peptides shTMEM_CTRL_bR3	Peptides shTMEM_EGF_bR1	Peptides shTMEM_EGF_bR2	Peptides shTMEM_EGF_bR3	Razor + unique peptides shControl_CTRL_bR1	Razor + unique peptides shControl_CTRL_bR2	Razor + unique peptides shControl_CTRL_bR3	Razor + unique peptides shControl_EGF_bR1	Razor + unique peptides shControl_EGF_bR2	Razor + unique peptides shControl_EGF_bR3	Razor + unique peptides shTMEM_CTRL_bR1	Razor + unique peptides shTMEM_CTRL_bR2	Razor + unique peptides shTMEM_CTRL_bR3	Razor + unique peptides shTMEM_EGF_bR1	Razor + unique peptides shTMEM_EGF_bR2	Razor + unique peptides shTMEM_EGF_bR3	Unique peptides shControl_CTRL_bR1	Unique peptides shControl_CTRL_bR2	Unique peptides shControl_CTRL_bR3	Unique peptides shControl_EGF_bR1	Unique peptides shControl_EGF_bR2	Unique peptides shControl_EGF_bR3	Unique peptides shTMEM_CTRL_bR1	Unique peptides shTMEM_CTRL_bR2	Unique peptides shTMEM_CTRL_bR3	Unique peptides shTMEM_EGF_bR1	Unique peptides shTMEM_EGF_bR2	Unique peptides shTMEM_EGF_bR3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type shControl_CTRL_bR1	Identification type shControl_CTRL_bR2	Identification type shControl_CTRL_bR3	Identification type shControl_EGF_bR1	Identification type shControl_EGF_bR2	Identification type shControl_EGF_bR3	Identification type shTMEM_CTRL_bR1	Identification type shTMEM_CTRL_bR2	Identification type shTMEM_CTRL_bR3	Identification type shTMEM_EGF_bR1	Identification type shTMEM_EGF_bR2	Identification type shTMEM_EGF_bR3	Sequence coverage shControl_CTRL_bR1 [%]	Sequence coverage shControl_CTRL_bR2 [%]	Sequence coverage shControl_CTRL_bR3 [%]	Sequence coverage shControl_EGF_bR1 [%]	Sequence coverage shControl_EGF_bR2 [%]	Sequence coverage shControl_EGF_bR3 [%]	Sequence coverage shTMEM_CTRL_bR1 [%]	Sequence coverage shTMEM_CTRL_bR2 [%]	Sequence coverage shTMEM_CTRL_bR3 [%]	Sequence coverage shTMEM_EGF_bR1 [%]	Sequence coverage shTMEM_EGF_bR2 [%]	Sequence coverage shTMEM_EGF_bR3 [%]	Intensity	Intensity shControl_CTRL_bR1	Intensity shControl_CTRL_bR2	Intensity shControl_CTRL_bR3	Intensity shControl_EGF_bR1	Intensity shControl_EGF_bR2	Intensity shControl_EGF_bR3	Intensity shTMEM_CTRL_bR1	Intensity shTMEM_CTRL_bR2	Intensity shTMEM_CTRL_bR3	Intensity shTMEM_EGF_bR1	Intensity shTMEM_EGF_bR2	Intensity shTMEM_EGF_bR3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions
A6NHQ2	A6NHQ2	1	1	1	rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1	FBLL1	>sp|A6NHQ2|FBLL1_HUMAN rRNA/tRNA 2-O-methyltransferase fibrillarin-like protein 1 OS=Homo sapiens OX=9606 GN=FBLL1 PE=3 SV=2	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	3.3	3.3	3.3	34.803	334	334	0.0081812	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	3.3	0	3.3	0	0	0	0	3.3	3.3	3.3	3.3	3.3	8062600	60972	0	3386000	0	0	0	0	1864000	984640	93263	308430	1365400	1				22	10111	True	11518	88028;88029;88030;88031;88032;88033;88034	62030	62030				
Q92617;A8MRT5;C9JG80;A6NJU9;E5RHQ5	Q92617;A8MRT5;C9JG80;A6NJU9;E5RHQ5	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Nuclear pore complex-interacting protein-like 3;Putative NPIP-like protein LOC100132247;Putative NPIP-like protein LOC613037	NPIPL3;LOC728888	>sp|Q92617|NPIB3_HUMAN Nuclear pore complex-interacting protein family member B3 OS=Homo sapiens OX=9606 GN=NPIPB3 PE=2 SV=5;>sp|A8MRT5|NPIB5_HUMAN Nuclear pore complex-interacting protein family member B5 OS=Homo sapiens OX=9606 GN=NPIPB5 PE=2 SV=3;>sp|C9	5	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	2.3	2.3	2.3	116.85	1050	1050;1133;1138;1138;1161	0.00067522	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	0	2.3	2.3	0	2.3	2.3	0	2.3	2.3	0	2.3	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0				23	30	True	38	307;308;309;310;311;312;313;314	197	197		54		983
A6NKD9	A6NKD9	1	1	1	Coiled-coil domain-containing protein 85C	CCDC85C	>sp|A6NKD9|CC85C_HUMAN Coiled-coil domain-containing protein 85C OS=Homo sapiens OX=9606 GN=CCDC85C PE=1 SV=1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	2.9	2.9	2.9	45.209	419	419	0	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	2.9	2.9	2.9	0	2.9	0	2.9	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				24	8569	True	9755	73575;73576;73577;73578;73579;73580	52156;52157;52158	52156		55;56		246;251
A6NKF1	A6NKF1	1	1	1	SAC3 domain-containing protein 1	SAC3D1	>sp|A6NKF1|SAC31_HUMAN SAC3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SAC3D1 PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5.4	5.4	5.4	43.553	404	404	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0				25	10011	True	11401;11402	86998;86999;87000;87001;87002;87003;87004;87005;87006;87007;87008;87009;87010;87011;87012;87013;87014;87015;87016;87017;87018;87019;87020;87021;87022	61392;61393;61394;61395;61396;61397;61398;61399;61400;61401;61402	61395	2	57	389	402
A6QL63	A6QL63	1	1	1	Ankyrin repeat and BTB/POZ domain-containing protein BTBD11	BTBD11	>sp|A6QL63|BTBDB_HUMAN Ankyrin repeat and BTB/POZ domain-containing protein BTBD11 OS=Homo sapiens OX=9606 GN=BTBD11 PE=2 SV=3	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	2.4	2.4	2.4	120.88	1104	1104	0	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	0	2.4	0	0	0	0	2.4	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0				26	3935	True	4408	33219;33220;33221	23444	23444		58		65
A7E2V4	A7E2V4	2	2	2	Zinc finger SWIM domain-containing protein 8	ZSWIM8	>sp|A7E2V4|ZSWM8_HUMAN Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ZSWIM8 PE=1 SV=1	1	2	2	2	0	1	1	0	1	1	0	2	0	0	2	0	0	1	1	0	1	1	0	2	0	0	2	0	0	1	1	0	1	1	0	2	0	0	2	0	1	1	1	197.3	1837	1837	0	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	0	0.5	0.5	0	0.5	0.5	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				27	3794;7505	True;True	4250;8519	32228;32229;32230;32231;63515;63516;63517;63518	22630;44501	22630;44501		59;60		567;1130
A7KAX9	A7KAX9	6	6	6	Rho GTPase-activating protein 32	ARHGAP32	>sp|A7KAX9|RHG32_HUMAN Rho GTPase-activating protein 32 OS=Homo sapiens OX=9606 GN=ARHGAP32 PE=1 SV=1	1	6	6	6	5	4	2	6	4	2	2	4	3	3	4	2	5	4	2	6	4	2	2	4	3	3	4	2	5	4	2	6	4	2	2	4	3	3	4	2	4.4	4.4	4.4	230.53	2087	2087	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	3.5	2.7	1.2	4.4	3.6	1.4	1.7	2.2	1.8	2.3	2.7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				28	1245;1273;4912;6539;7946;11277	True;True;True;True;True;True	1419;1448;5524;7428;9023;12812	11163;11164;11165;11166;11167;11370;11371;11372;11373;11374;11375;11376;11377;11378;11379;11380;41872;41873;41874;41875;55795;55796;55797;55798;55799;55800;55801;55802;67593;67594;67595;67596;67597;98360;98361;98362;98363;98364;98365;98366;98367;98368	8541;8677;8678;8679;8680;29635;38845;38846;38847;38848;38849;38850;47706;47707;47708;47709;69388;69389;69390;69391;69392;69393	8541;8678;29635;38848;47707;69389		61;62;63;64;65;66;8787		655;706;856;892;949;952;1203
A8CG34	A8CG34	3	3	1	Nuclear envelope pore membrane protein POM 121C	POM121C	>sp|A8CG34|P121C_HUMAN Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens OX=9606 GN=POM121C PE=1 SV=3	1	3	3	1	2	1	3	2	2	2	2	2	2	3	3	1	2	1	3	2	2	2	2	2	2	3	3	1	1	1	1	1	1	1	1	0	1	1	1	0	3.6	3.6	1.6	125.09	1229	1229	0	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	2.8	1.6	3.6	2.8	2.8	2.8	2.8	2	2.4	3.6	3.6	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0				29	6139;6276;9353	True;True;True	6981;7133;10665	52686;52687;52688;52689;52690;52691;53691;53692;53693;53694;53695;53696;53697;53698;53699;81011;81012;81013;81014;81015;81016;81017;81018;81019;81020	36915;37469;37470;37471;37472;57076;57077;57078;57079	36915;37470;57078		67;68;69;70;71;72;73		246;368;369;370;410;411;412
C4AMC7;Q6VEQ5;A8K0Z3;A8MWX3	C4AMC7;Q6VEQ5;A8K0Z3;A8MWX3	1;1;1;1	1;1;1;1	1;1;1;1	Putative WAS protein family homolog 3;WAS protein family homolog 2;WAS protein family homolog 1;Putative WAS protein family homolog 4	WASH3P;WASH2P;WASH1;WASH4P	>sp|C4AMC7|WASH3_HUMAN Putative WAS protein family homolog 3 OS=Homo sapiens OX=9606 GN=WASH3P PE=1 SV=2;>sp|Q6VEQ5|WASH2_HUMAN WAS protein family homolog 2 OS=Homo sapiens OX=9606 GN=WASH2P PE=2 SV=2;>sp|A8K0Z3|WASH1_HUMAN WASH complex subunit 1 OS=Homo s	4	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	3.7	3.7	3.7	49.994	463	463;465;465;477	0	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	0	3.7	0	0	3.7	0	3.7	0	0	0	3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0				30	6860	True	7775	58205;58206;58207;58208	40530	40530		74		343
A8MPP1;Q92771;Q96FC9	A8MPP1;Q92771;Q96FC9	1;1;1	1;1;1	1;1;1	Putative ATP-dependent RNA helicase DDX11-like protein 8;Putative ATP-dependent RNA helicase DDX12;Probable ATP-dependent RNA helicase DDX11	DDX11L8;DDX12P;DDX11	>sp|A8MPP1|D11L8_HUMAN Putative ATP-dependent RNA helicase DDX11-like protein 8 OS=Homo sapiens OX=9606 GN=DDX11L8 PE=1 SV=1;>sp|Q92771|DDX12_HUMAN Putative ATP-dependent RNA helicase DDX12 OS=Homo sapiens OX=9606 GN=DDX12P PE=5 SV=3;>sp|Q96FC9|DDX11_HUMAN	3	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1.2	1.2	1.2	101.81	907	907;950;970	0	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	1.2	0	0	1.2	0	0	1.2	0	0	0	0	0	1952100	824010	0	0	474040	0	0	654060	0	0	0	0	0	2				31	2448	True	2749	21098;21099;21100	14819;14820	14819				
A8MT19;Q8IUC4	A8MT19;Q8IUC4	2;2	2;2	2;2	Putative rhophilin-2-like protein RHPN2P1;Rhophilin-2	RHPN2P1;RHPN2	>sp|A8MT19|RHN2P_HUMAN Putative rhophilin-2-like protein RHPN2P1 OS=Homo sapiens OX=9606 GN=RHPN2P1 PE=5 SV=2;>sp|Q8IUC4|RHPN2_HUMAN Rhophilin-2 OS=Homo sapiens OX=9606 GN=RHPN2 PE=1 SV=1	2	2	2	2	0	0	2	0	1	2	0	0	0	0	1	0	0	0	2	0	1	2	0	0	0	0	1	0	0	0	2	0	1	2	0	0	0	0	1	0	3.1	3.1	3.1	65.944	583	583;686	0	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	0	0	3.1	0	2.4	3.1	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				32	7992;7993	True;True	9082;9083	68133;68134;68135;68136;68137;68138	48101;48102;48103	48102;48103		75;76;8788		549;551;552
P11488;P63096;P19087;P09471;P08754;A8MTJ3;P04899;P38405;P63092;Q5JWF2	P11488;P63096;P19087;P09471;P08754;A8MTJ3;P04899;P38405;P63092;Q5JWF2	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1	Guanine nucleotide-binding protein G(t) subunit alpha-1;Guanine nucleotide-binding protein G(i) subunit alpha-1;Guanine nucleotide-binding protein G(t) subunit alpha-2;Guanine nucleotide-binding protein G(o) subunit alpha;Guanine nucleotide-binding protein G(k) subunit alpha;Guanine nucleotide-binding protein G(t) subunit alpha-3;Guanine nucleotide-binding protein G(i) subunit alpha-2;Guanine nucleotide-binding protein G(olf) subunit alpha;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	GNAT1;GNAI1;GNAT2;GNAO1;GNAI3;GNAT3;GNAI2;GNAL;GNAS	>sp|P11488|GNAT1_HUMAN Guanine nucleotide-binding protein G(t) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAT1 PE=1 SV=5;>sp|P63096|GNAI1_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2;>sp|P19087|G	10	1	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	3.1	3.1	3.1	40.04	350	350;354;354;354;354;354;355;381;394;1037	0.0051546	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	0	3.1	0	0	3.1	0	3.1	3.1	0	0	3.1	6902400	0	0	481530	0	0	345030	0	3767100	889220	0	0	1419600	1				33	5462	True	6133	46478;46479;46480;46481;46482	33005	33005				
A8MW92	A8MW92	1	1	1	PHD finger protein 20-like protein 1	PHF20L1	>sp|A8MW92|P20L1_HUMAN PHD finger protein 20-like protein 1 OS=Homo sapiens OX=9606 GN=PHF20L1 PE=1 SV=2	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1.7	1.7	1.7	115.01	1017	1017	0	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	1.7	0	0	1.7	0	0	1.7	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				34	6945	True	7870	58730;58731;58732;58733	40938	40938		77		584
O43374;C9J798	O43374;C9J798	1;1	1;1	1;1	Ras GTPase-activating protein 4;Putative Ras GTPase-activating protein 4B	RASA4;RASA4B	>sp|O43374|RASL2_HUMAN Ras GTPase-activating protein 4 OS=Homo sapiens OX=9606 GN=RASA4 PE=2 SV=2;>sp|C9J798|RAS4B_HUMAN Ras GTPase-activating protein 4B OS=Homo sapiens OX=9606 GN=RASA4B PE=3 SV=2	2	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	3.1	3.1	3.1	90.457	803	803;803	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	0	0	0	0	3.1	0	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				35	2411	True	2704	20720;20721	14562;14563	14562		78;79		749;760
C9JLW8	C9JLW8	2	2	2	Protein FAM195B	FAM195B	>sp|C9JLW8|MCRI1_HUMAN Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	1	2	2	2	1	2	1	1	2	2	1	2	1	2	2	1	1	2	1	1	2	2	1	2	1	2	2	1	1	2	1	1	2	2	1	2	1	2	2	1	23.7	23.7	23.7	10.92	97	97	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	23.7	23.7	23.7	18.6	23.7	23.7	23.7	23.7	18.6	23.7	23.7	18.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0				36	8925;10343	True;True	10163;11779	76862;76863;76864;76865;76866;76867;76868;76869;76870;90344;90345;90346;90347;90348;90349;90350;90351;90352;90353;90354;90355;90356	54290;54291;54292;54293;54294;54295;54296;54297;54298;54299;63884;63885;63886;63887;63888;63889;63890;63891;63892;63893;63894;63895;63896;63897;63898;63899;63900;63901;63902	54296;63892		80;81;82;83;84;85;8789		16;17;18;21;24;25;26
CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	1;1	1;1	1;1			>Q3MHN5 SWISS-PROT:Q3MHN5 (Bos taurus) Vitamin D-binding protein precursor;>ENSEMBL:ENSBTAP00000018229 (Bos taurus) 54 kDa protein	2	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3.8	3.8	3.8	53.341	474	474;475	0	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	3.8	0	0	0	0	0	0	0	0	3.8	0	0	2356600	1968800	0	0	0	0	0	0	0	0	387830	0	0	1			+	37	8570	True	9756	73581;73582	52159	52159				
CON__ENSEMBL:ENSBTAP00000024146;P01023	CON__ENSEMBL:ENSBTAP00000024146;P01023	2;1	2;1	2;1	Alpha-2-macroglobulin	A2M	>ENSEMBL:ENSBTAP00000024146 (Bos taurus) similar to alpha-2-macroglobulin isoform 1;>sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3	2	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1.6	1.6	1.6	164.34	1477	1477;1474	0	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	1.6	0	0	0.9	0	0	0	0	0	0	0	0	1543700	1473500	0	0	70206	0	0	0	0	0	0	0	0	2			+	38	4383;5569	True;True	4918;6254	37004;37005;47207	26106;33417	26106;33417				
O76013;CON__O76013	O76013;CON__O76013	2;2	1;1	1;1	Keratin, type I cuticular Ha6	KRT36	>sp|O76013|KRT36_HUMAN Keratin, type I cuticular Ha6 OS=Homo sapiens OX=9606 GN=KRT36 PE=1 SV=1;>O76013 SWISS-PROT:O76013 Keratin, type I cuticular HA6 (Hair keratin, type I HA6)	2	2	1	1	1	0	0	1	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3.9	2.4	2.4	52.247	467	467;467	0	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	1.5	0	0	1.5	0	0	0	3.9	1.5	0	1.5	1.5	7849300	0	0	0	0	0	0	0	7849300	0	0	0	0	3			+	39	812;5011	True;False	923;5632	7215;7216;42690;42691;42692;42693;42694;42695	5012;5013;5014;30259;30260;30261	5014;30260				
CON__P00761	CON__P00761	1	1	1			>P00761 SWISS-PROT:P00761|TRYP_PIG Trypsin - Sus scrofa (Pig).	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3.5	3.5	3.5	24.409	231	231	0.0076142	By matching	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	3.5	3.5	0	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+	40	10572	True	12040;12041	92605;92606;92607;92608;92609;92610;92611;92612;92613;92614;92615;92616	65584;65585;65586;65587;65588;65589;65590;65591;65592;65593	65593		86		112
P02760;CON__P00978	P02760;CON__P00978	1;1	1;1	1;1	Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin	AMBP	>sp|P02760|AMBP_HUMAN Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1;>P00978 SWISS-PROT:P00978 (Bos taurus) AMBP protein precursor	2	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	2	2	38.999	352	352;352	0.0082174	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	2	0	0	2	0	0	0	0	0	0	0	0	6558900	2922500	0	0	3636400	0	0	0	0	0	0	0	0	2			+	41	1993	True	2249	17579;17580	12620;12621	12620				
CON__Q2KJ62;CON__P01044-1;CON__P01045-1	CON__Q2KJ62;CON__P01044-1;CON__P01045-1	2;2;1	2;2;1	2;2;1			>Q2KJ62 TREMBL:Q2KJ62 (Bos taurus) KNG protein;>P01044-1 SWISS-PROT:P01044-1 (Bos taurus) Isoform HMW of Kininogen-1 precursor;>P01045-1 SWISS-PROT:P01045-1 (Bos taurus) Isoform HMW of Kininogen-2 precursor	3	2	2	2	2	0	1	1	0	1	1	1	1	1	1	1	2	0	1	1	0	1	1	1	1	1	1	1	2	0	1	1	0	1	1	1	1	1	1	1	4.8	4.8	4.8	68.964	621	621;621;619	0	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	4.8	0	2.3	2.3	0	2.3	2.3	2.3	2.3	2.3	2.3	2.3	390140	390140	0	0	0	0	0	0	0	0	0	0	0	1			+	42	1722;2718	True;True	1951;3056	15237;23493;23494;23495;23496;23497;23498;23499;23500;23501;23502	11080;16441	11080;16441		87		331
CON__P01966	CON__P01966	1	1	1			>P01966 SWISS-PROT:P01966 (Bos taurus) Hemoglobin subunit alpha	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	10.6	10.6	10.6	15.184	142	142	0.00066689	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	10.6	0	0	10.6	0	0	0	0	0	10.6	0	0	2687400	1934900	0	0	151340	0	0	0	0	0	601130	0	0	2			+	43	10767	True	12256	94216;94217;94218	66522;66523	66522				
CON__P02672	CON__P02672	2	2	2			>P02672 SWISS-PROT:P02672 (Bos taurus) Fibrinogen alpha chain precursor	1	2	2	2	2	1	0	2	0	1	2	0	0	2	0	0	2	1	0	2	0	1	2	0	0	2	0	0	2	1	0	2	0	1	2	0	0	2	0	0	3.6	3.6	3.6	67.011	615	615	0	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	3.6	1.3	0	3.6	0	1.3	3.6	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+	44	5974;9258	True;True	6728;10553	50813;50814;50815;50816;80236;80237;80238;80239;80240;80241	35839;56691	35839;56691		88;89;90		517;518;578
